cif,formula
7151542,C50 Cl2 H60 N2 O18
4121002,C16 H60 N12 S4
2105121,C28 H52 N4 O24
7225637,C24 H44 N4 O32
7112233,C28 H60 N4 O20
4513345,C46 H40 N4 O2
2238245,C20 H16 N4 O16
4509389,C22 H18 N6 O4
8100577,C60 H48
2005693,C40 H44 N12 O4
4507558,C28 F4 H28
1507336,C36 H34 N2 O4
2101303,C14 H32 N4 O8
4512498,C20 H16 O10
4029138,C52 F6 H36 N6
2224625,C28 Cl8 H16 O4
7109535,C38 H40 N4 O2
4020606,C52 H56 N4 O14
2004864,C32 Cl8 H24 O16
7105119,C10 H24 N16 O16
4101113,C32 H20 N4
4027400,C46 F6 H40 N2 O4
1504925,C52 H64 O4 Si4
7111706,C44 H50 N2 O8
4109971,C16 F12 H20 O12
4022692,Br2 C44 H44 N2 O2
7151637,C36 H28 N4 O4 S4
7053223,C6 H24 N24 O6
7153812,Br2 C32 H32 N2 O4
7152284,C40 H44 N4
2212295,C36 H44 N12 O8
4030593,C26 Cl1 H37 O6 S1 Si1
1500039,C28 H28 N4 O4
4021601,B2 C38 F8 H36 N6 O4
7101362,C52 H42 N2 O6
4022032,C40 F8 H32 O8
2226452,C26 H20 N4 O8
1516780,Br2 C52 H38 N4 O4
4026719,C66 H46 N2 O6
1504299,Br4 C40 H28 N16 O8
4103804,C4 H20 N36
2102303,C8 H20 N4
1513950,C44 F12 H36 N8 O4
2219518,C10 H12 N12 S8
7207674,C30 H36 N8 O12
1518432,C24 H48 O24
4060452,C34 H70 N6 O6 Si4
2014447,C36 H20 O16 Rh4
4024154,C36 H46 N2 O10
4512802,C30 H28 O4
7218375,C50 H46 N2 O12
4024157,C42 Cl2 H40 N2
4029472,C38 H56 N4 O10 S2 Si2
1505071,C12 H14 O4
2208907,C48 H40 N8 O8
4062632,Al4 C36 Cl4 H60 N4 O12
7154767,C30 H26 N2 O4
1518467,C36 H52 O8
7213185,C44 H40 O8
4066751,C34 Co2 H62 O4 P2
7219471,C10 H12 N8
7051153,C8 Cl4 H8 N12
2100229,C10 H16 N2 O2
2014179,C44 H50 N6 O2
7150848,C36 H60 N12 O4 S4
4068628,C52 H36 N4 O4 Ru2 S2
2006947,C8 H20 N4 O8
4102976,C8 H16 N20 O12
2105024,C8 H12 O8
2226952,C20 H24 N4 O8
4083249,C50 Fe2 Ge2 H64 O2
4072983,C40 H42 N10 O4 Si2
7112833,C42 H50 N2 O4
1501776,C16 H26 N2 O10
1512048,C56 Cl2 H48 N2 O4 S2
2203950,C12 H16 O4 S8
2235397,Br2 C24 H18 N4
4508154,C32 H40 N8 O12
4027595,C30 H24 N4 O2
1515902,C32 Cl2 H34 O2
2015011,C20 H36 N4 O8
7217221,C32 H36 N4 O8
2104852,C28 H32 N4 O4
2228569,C36 H36 N4 O4
2007736,C24 H20 N4 O12
7150337,C32 F4 H46 N2 O10
4513393,C32 H32 N4 O4
2012174,C8 H8 N24 O16
4077541,C36 H60 O8 Rh4
2203621,C38 H44 O10
7109314,C44 H44 O12
2014742,C8 H12 N4 O4
7204194,C24 H22 N6
2103262,C40 H36 O16
2206414,C24 H36 N12 O24
2218474,C32 H60 N4 O10
4327392,C38 H36 N8 O6
4026516,C26 H36 N4 O10
7215663,C16 H36 N12 O8
4107584,C28 H24 O4 S4
4023906,C38 H44 O12 S2
4060210,C48 H38 N16
2238728,C24 H40 N4 O8
1511946,C54 H66 N6 O8
4073558,C46 H60 Mo2 O10 S2
1504385,C8 H12 N4
1504086,C42 H38 N2 O8 S2
4078141,C40 Cl2 H52 N2 O4 Os2
2233903,C32 H40 O10
7200646,C10 H14 Mg2 O14
2211278,C26 H18 N8 O6
2017425,C32 H48 N24 O8
2005861,C20 H36 N12 O8
1502639,C50 Cl4 H32 N8
4303925,C20 H18 N2 O6
4083387,C42 H50 Mn2 O10
4026182,C52 H48 N4 O10 S2
2004523,C40 H56 N8 S4
7000625,C4 Cd2 H12 O14
2005782,C36 H44 O10
1502939,C36 H30 N2 O6
7215763,C42 H42 N2 O12
4024504,C32 H44 N4 O16
4021076,C34 Cl2 H38 N4 O10
7111004,Al4 C18 H48 N4
4061473,C38 F12 H64 Ni1 O2 P2 Ru2 S6
4028440,C52 H36 N4 O4 S4
7116752,C40 H28 Te2
4111947,C44 H48 O14
4085828,C16 F6 H12 N2 O2
1520514,C40 H48 O8 S2
4030413,C40 H52 I4 O8
7204088,C20 H16 N8 O4
2006634,C44 H40 N8 O12
2201857,C40 H48 O16
7151883,C32 Cl4 H12 I12 N12
7150804,C60 H60 N12
1503536,C52 F2 H44 N6 O8 S4
7208832,C16 H36 N8 O12
2010450,C44 F4 H44 O4
4023726,C24 Cl6 H30 N2 O10 P2
7100636,C20 H36 N8 O4
4030767,C56 H68 N4 O4
2207775,C16 H20 N12
2016646,C32 H36 N8 O8
4110676,C32 F12 H28 O4
7100488,C52 H52 N4 O4
2212529,C48 H48 O12
2200363,C48 H48 O16
2203730,C18 H18 O2
4022680,C36 H36 O16
2217205,C24 Ge2 H72 Sn8
4105319,B2 C36 H66
4028189,C46 F4 H42 N2 O2 S4
8102640,C42 H36 N4 O6
2241160,C20 H18 N2 O4
7154368,C46 H44 O12
1504050,C36 H30 N6 O6
7017480,C40 H96 I8 N4 Pb2
4111146,C40 Cl4 H64 N4 O8 S4
4107430,C14 H30 N6 O10
2235745,C34 H50 N2 O4
1501791,C28 H48 O16
2222064,C16 Cl8 H8 N8
2103496,C22 H38 N2 O8
7032016,C12 H30 S2 Sb2
4329095,C12 H8 N8 Zn2
2202604,C8 H12 N8 O8
8102507,C40 H28 N20 Zn2
2233444,C28 H24 N8 O16
2012265,C26 H22 N4 O6
4021944,C16 F4 H36 N4 O12 P4
7150169,C36 H40 O12
2238256,Br8 C44 H40 O8
2009805,C40 H46 N2 O6
2230945,C12 H20 N16 S4
7053272,C28 H24 O16
2300012,C4 H16 N16 O8
1542655,C48 H52 N8 O8
7113928,C46 H34 N2 O4
7150099,C36 H56 O8
7151326,C30 H44 O6
4025408,C24 F4 H32 N4 O8
2105047,C24 H30 N10 O16
2010342,C28 H16 N8 S4
7154085,C52 H48 N8 O8
2231703,C36 H28 N8
2100524,C40 H32 N32 O8
7054659,C30 H38 N2 O6
2222634,C36 H48 N8 O16
4101509,C38 H40 O4
7152125,C24 F4 H28 O12
4028030,Br4 C36 H12 O4 S8
4062000,C24 H72 Tl8
4067474,B14 C34 Fe2 H44 I2 N2 O4 P2
2239873,C28 H26 N2 O4
1507817,C32 Cl6 H22 Hg2 I4 N4
4505914,C24 H52 N4 O8
8101867,C32 H40 O12
4077175,C24 Fe2 H36 O12 Sn2
7152393,C32 Cl4 H16 I8 N12
2237176,C16 H22 N6 O8
7205626,C48 H32 O8
4327508,C8 H20 N36 Te4
2235733,Br4 C28 H20 O8
1520634,C44 H40 N4 O8 S4
4025050,C48 H48 O4
4020231,C20 H26 N2 O8
7226275,C28 H16 S8
2215559,C18 H16 N4 S10
7205284,C20 F10 H6 N2
1512086,C50 Cl2 H44 N6 O10
4513217,C36 H42 N2
2300008,C8 H8 N16 O12
2103052,C22 H18 N6 O2
7220700,C22 H22 N10 O14
1508859,C30 H38 N2 O6
2216337,C44 H36 N4 O12
4026416,C32 H32 O4 S4
7214505,C12 H28 N8 O12
7205503,C28 H20 N8 S4
7202707,C48 H44 N4 O6
7204265,B2 C18 H22 O8
1504993,C28 H40 O4
4511848,C18 H18 N8 S6
2240701,C26 H36 N4 O6
1543115,C32 H36 N4 O16
2014741,C6 H12 N2 O8
4023611,C46 H48 O8 S2
4020963,C36 H68 N4 O8
7153322,C40 H48 O12
2234662,C28 H28 N12 S8
4510928,C44 H44 N4 O8
2202924,C36 H56 N4
7032580,C48 H36 N12
2011642,C42 H60 O6
4073892,Br2 C22 Cl2 H32 N2 O2 Pt2
2232898,C28 H28 N4 O8
7153552,C40 H46 N2 O4 S4
4063364,C48 Cl4 H60 Pd4 S4
4064878,C36 Cl4 F6 Fe1 H38 N1 P3
7152397,C36 H28 I8 N12 O4
2216894,C24 H28 N12 O4
4024896,B2 C40 F20 H16 N2 O2
4335268,C12 H16 N16 O8
7223502,C25 H28 O4
4023044,C56 H40
9013391,C20 H32
7150326,C22 H22 N6 O4
4024251,C46 H44 N4
2239306,C20 Cl2 H10 O6
7154006,C18 H22 I2 O6
1529193,Br2 C46 H40 N2 O4
4503587,C42 H48 N2 O8
4024231,C30 Cl2 H22 O4
1504291,C48 H44 N4 O4
4079576,C32 F24 H12 Zn2
4107223,C50 H46 N2 O4
7118163,C22 H28 N4 O8
2234898,C34 H28 N4 O4
4030583,C22 H24 N4 O4
2213250,C52 H36 N4 O16
2003044,C46 H56 O6
4513189,C26 H16 N4 O10
4062003,C28 H32 O4 Pd2
1507002,C16 H28 N2 O5 S1
4079281,C44 Cl2 H44 Mn2 N8 O12
2220789,C32 H40 O8
7050146,C24 H48 O8
4120419,C48 F20 H28
2236237,C36 H28 N4 O4
4023175,C12 H4 I8 N4 S4
1516340,C28 H44 N4 O16
4504367,C40 H48 N8 O8
2235292,C14 H20 N2 O10
4024935,C32 H48 N8 O8
7053264,C38 H40 N2 O8
4075083,Au2 C38 Cl2 Ge2 H54 I2 N4 Si4
4074710,C56 H50 P2 Pd2
4075391,C60 Fe4 H32 N4 O28
4082230,C48 H46 N2 O10 S2
4501704,C12 H12
1542702,C20 F6 H12 N6 O2
4029241,C28 H28 O10
7224787,C22 H32 N4 O2
4027887,Br4 C38 H32 O4
7212088,Br4 C36 H28 O16
7101854,C38 H42 N2 O8
2013648,C20 H36 N8 O20
7224646,C28 H24 N4 O4
1502040,C46 H38 I2 N4 O4
2102809,C12 H24 N4 O16
4500369,C18 H12 N12
2104966,C16 H16 N4 O4
1506699,C36 H64 O12
1518934,C32 H36 Na4 O20
4067686,C6 Cl12 H12 Si6
7207729,C6 H4 I2 N2
4070474,Au4 C44 Cl4 H56 N8 O8
2232072,C52 Cl4 H36 N8
2236933,C48 Cl8 H36 N8
2105562,C28 H16 O4
2102854,C40 H48 O8
4026677,C24 H26 N2 O2 Si2
7200952,C20 H36 N8 O12
2213295,C32 H36 N4 O16
4030715,C40 H60 O8
4508012,C12 H20 O8
7201799,C12 H10 N2 O6
4105180,Ba4 C16 H32 O32
1508940,Br4 C38 H24 O4
4022432,C42 H52 O10
1507539,C44 H40 O16
4082925,C32 H22 Mn2 N8 O6
8101083,C50 H50 N2 O6
7213457,C40 Cl12 H48 Sb2
7214756,C30 F4 H18
2239928,C20 H32 N4 O14
2221472,Br8 C20 H12 N4
1505805,C26 H24 O8
4026496,C34 H38 N2 O10
4329189,C48 H44 S4
2221586,C16 Cd4 H32 O24
7152686,C46 Cl2 H38 N4 O2
2213439,C32 H36 O6 S2
4116828,C20 H20 N12 O8
2237049,C28 H32 O8 S4
2311084,C24 H20 N4 O8
2218326,C24 H36 N4 O16
1508286,C28 H32 O10
7214501,C12 H28 N8 O12
4510944,C28 F8 H24
4504864,C44 H36 N8 O10
2204075,C44 H38 N2 O12
7052926,C4 H8 N24
4060534,Br2 C42 H52 Ir2 N4
7207560,C40 H48 N8 O8
2018728,C11 H20 N2 O3
7207305,C24 H16 N2
4503323,C20 H12 N8 S8
2226042,C46 H52 O14
7202969,C34 H44
2201484,C42 H44 N4 O4
1508300,C34 Cl2 H38 O2
4068332,C44 Cl8 H52 N4 Ti4
7152914,C24 H28 O10 S2
2219243,C24 Cl8 H16 O8
4069335,B4 C40 F16 H32 Mn4 O20
4026035,C40 H44 N4 O8
7154561,Br2 C34 H30 N4 O2
2223210,C40 H48 N16 O8
2005314,C20 H36 O16
1503513,C64 H44 N4 O20
2001722,C30 H44 N8 O18
4062528,C44 Cr4 H48 O8
1504610,Br2 C44 H58 N4
2004727,C24 H32 N16 O20
7018098,Br2 C36 H26 Se2
4500433,C16 H16 O4
4122417,C8 H24 N24 O24
1506974,C36 F6 H52 N2 O10 S2
2223357,C44 H36 N12 O12
4020158,C18 H22 N2 O6 S2
4510937,C32 F4 H20
2218919,C28 Cl2 H22 O4
2212632,C18 H32 O8
2239365,C52 H56 N4
7210010,C20 F6 H8 O6
2015769,Br4 C28 H16 N4
4021490,C26 H42 N2 O2
4028350,C30 H36 O12
4500215,C16 H28 Li4 O8
4029617,C36 H40 O12
2004532,C44 H50 N2 O6
2218689,C24 Cl2 H28 N6
1507251,C40 H36 O10
1513282,C16 H24 O12
7104548,C18 H24 O6
4023985,C36 H44 N4 O4
7054159,C20 H18 N2 O14
2015958,C7 Cd1 H8 O9
2222766,C20 H36 O32 Zn4
2105852,C20 H44 N4 O8
7154920,Br8 C56 F8 H40
4030071,C68 H60 N4 O4
1519923,C42 H68 O6
7213282,C40 H48 O8
2212131,C8 Cl2 H14 N2
4308011,C18 H26
4064249,C40 H60 N4 O8
7209078,C52 H50 O4
4070390,C30 Cl2 F12 H32 N8 P2 Pd2
7220432,C44 Cl4 H24
4075004,C38 H30 N4 O14 Re2
7112232,C28 H60 N4 O20
7054626,C6 H24 O24 Zn3
7223715,B4 C8 H36 P4
2216310,C14 H10 N4 O2
7154449,C34 Cl4 F10 H16 N2 O4
4075273,C26 Cl8 F12 H24 Ir2 N8 O4 P2
2105558,C24 H44 N12 O16
7203647,C24 Cl4 H28 N4
2223800,C42 H32 O16
2230673,C20 H18 N6 O6
2239884,C24 Cl4 H44 N4
4071003,C38 F12 H54 I4 Ir2 N6 O4 P2
2203344,C28 H32 O12
4503728,C44 H38 N2 O4
1100275,C40 H56 O16
4342627,C52 H48 O8 S4
2010289,C20 H22 N6 O8
4030069,C52 F12 H56 N4 O4
4080409,C44 Cl2 H72 Li4 N2 O8
4021791,C40 H44 N4 O8
2020461,C42 H38 N2
2105611,C16 H12 N12 O4
2208250,C34 H28 O8
3500033,C8 H4 N2 O2
4077573,C32 Fe2 H24 O8 S4
2235621,C16 H16 N2 O4
4023806,C36 H52 O20 P4
7219670,C32 H30 N4 O4
4071734,C36 H16 N4 O20 Re4
4060725,C34 Cl8 Fe2 H56 N4 Si4 Zr2
7053818,C44 H48 N8 O8
7154633,Br4 C40 H48 O8 S4
1504044,C52 H44 N4 O20
2217140,C16 H14 N2 O10
2227653,C32 H44 N12 O20
4025250,Br2 C28 H26 O6
2016032,C42 H46 N10 O10
4026574,C64 H60 O2
2016654,C40 H60 O6
4076188,Ag3 C33 Cl3 H33 N9
7111005,C18 Ga4 H48 N4
2229629,C21 H24 O11
2206726,C18 H30 N2 O8
2017086,C52 H44 O12
4333003,C14 H22 I2 N4
2216373,C28 H16 O12
7223236,C8 H6 Na2 O8
2014266,C16 H32 N4 O8
4103909,B4 C4 H32 N4
2019296,C24 H48 N16 O8
2210282,C44 H32 N4 O4
1542881,Br2 C14 H10 O6
2010590,C28 H20 N8
2003687,C16 H8 N4
4123301,C38 H52 O8
1100404,C52 H54 Li2 O4
2228928,C20 Cd1 H14 O10
7220415,C8 H8 N16
4080410,C36 Fe2 H40 O4
2217051,C12 Cl4 H32 N4
7200918,C42 H28 O4 S2
2218821,C32 H32 N16 O12
8102726,C52 Cl4 H40 N12
7211947,C48 H38 I4 P2
4026840,C52 H36 N4 O12
1502250,C26 H52 O10
4503907,C52 H28 S8
4511521,C46 H44 N4 O8
7029334,B40 C16 H44
4022939,C48 H54 N2 O10 S4
7219096,C12 H28 N4 O8
2010277,C40 H48 N8 O4
2019590,C36 H16 O24 Pb4
2226497,C30 H30 N2 O10
2008190,C28 H24 O6
4301453,C16 H16 N24
4084640,C32 Fe2 H28 N4 O8 S2
7116634,C32 Cl4 H12 N8
4063344,C38 Cl4 H50 N10 Pt2
7218935,C12 Cu4 H8 N28
1506890,C48 H24 S12
8101268,C16 H40 N8 O16
2201044,C4 H10 N2 O4
1505410,Br4 C46 F6 H32 N2 O2
2201932,C52 H36 N12 O8
1516413,C24 H20 N4 O12
4114360,C40 H56 N4 O10
1519348,C30 H34 N2 O8
2011617,C12 H12 N8 O4
7111934,C52 H36 O8 S4
4022981,C52 H32 N4
7150744,C44 H50 N2 O4
2201315,C8 H8 N4 O4
2014284,C40 H40 N8
1520682,C52 H38 N6 O10 S2
4501700,C56 H44
7153848,C40 H32 N8 O8
2224825,C42 Cl2 H34 O12
4507669,C12 H26 N2 O6
1518358,C36 H64 N8 Pd2
7117264,C18 Cl6 H18
1504576,C36 H52 O8
2004277,C32 H42 N2 O8
7151144,C52 H68 N4 O6
4023907,C40 H48 O12 S2
2226797,C40 H32 O16
4066598,C48 H56 N8 O8 Pd4
2241205,C28 H40 N8 O16
2001231,C26 H26 N2 O4
4024358,C24 Cl4 H32 O6 S2
4020867,C52 Cl4 H32 Se4
7109267,C42 H52 O6
7152815,C56 Cl2 H38 N4 O6
4071095,C42 Cl4 H42 O4 P2 Ru2
4113696,C20 H24 O8
2006080,C48 H48 N8 O8
4063574,B8 C40 Cl4 H48 Y4
7036303,C50 H52 N4 O4
1517982,C52 H44 N4 O6
4065262,C28 F8 H42 N6 O6 S2
2212078,C20 H28 N4 O4
4028396,C32 Cl2 H44 N2 O8
2105867,C20 H20 N4 O4
7208662,C16 H40 O4
4501735,C40 H36 O8
2241302,C22 Fe1 H30 O4
4069613,B2 C28 Cl2 Fe2 H40 O2 Sn2
2232098,C14 H38 I2 N4
4124310,C22 H20 O4
2211074,C38 F12 H12 O12
2005607,C8 H16 N16
2206066,C24 H20 O8
4022767,C32 H44 O10
2231857,C22 H24 N4 O4
4321582,C52 H40
2213052,C32 H40 N12 O10
8100528,C60 H40 N4 O4
4028227,C46 H54 N2 O6 Si2
2201826,Br12 C20 H16 N4
4114045,C28 H42 N2 O6
4107915,C16 Cd4 H16 O24
2238286,C16 H32 N32 O16
2203981,C36 H40 O16
4028223,C46 H44 N12 O6
7214764,C20 H26 N2 O12
4114923,C60 H46
4077968,C44 Cl4 H60 N4 O8 Pt2
4029955,C32 H34 N6 O6
2001257,C40 Cl4 H28 O12
4021228,C52 Fe2 H50 N2 O4
4504099,C24 H16 N8
2017467,C40 H52 N12 O8
7105760,C50 Cl2 H38 O6
7039954,C10 Cl4 H28 N12
2215016,Br2 C38 H34 O12
1504227,C36 H52 O4 Si2
4020777,C48 H60 N4 O12
7225631,C24 H44 N4 O32
2216119,C32 H32 N8 S4
4060578,As2 C56 H68 I2
4070532,Au2 Br2 C48 H62 P2
2224262,Br2 C16 H12 N2
2215429,C32 H28 N4 O20
2227312,C46 H32 N4 O6
4025922,C36 H44 N24 O4
1503130,C56 Cl2 H50 N4 O12
2214486,C28 F24 H36 N12
2102175,C30 F12 H12 O6
7151862,C48 H60 N4 O8
7025864,C28 H22 N6 O4
1508878,C64 H60 O6 Si2
7212125,C32 H56 N8 O12
7219797,C26 F8 H14 N2
4021918,C52 H64 O4
2100386,C24 H20 N4 O12
4321804,C12 Cu4 H24 N8
4124940,C38 H40 N4 O6
2210389,Br4 C16 H12 O16
7104492,C28 H26 N2 O4
4023452,Br2 C52 H60 N2 O6 S2
7004926,C40 H56 O8 Sn4
7225381,C8 Cl20 H4
2101097,C20 H40 N8 O8
4076640,C60 Fe2 H62 O4 P2
2216194,C36 Cl4 H56 N12
2008869,C12 H20 N8
4103906,C56 Fe2 H42 N2
4027991,C40 H44 O10
2018162,C20 H18 N2 O8
4331054,C32 H44 N4 O4
2100014,C4 Cl8 H8
7151212,C40 H36 N4 O4
2239069,C26 H28 N8 O4
7153680,C34 Cl2 H32 N2 O8
4023361,C48 H76 N4 O4 S4
2217290,C48 H48 O16
2226275,C26 H18 N2 O4
7153456,C60 H60 N8 O4
7151787,C40 H36 N4 O24 S8
2100665,C4 H16 N4
7151287,Br2 C28 H24 N2 O2
1506315,C48 Cl2 H34 N4 O4
1520187,C32 H36 N4 O8
1516766,C52 H44 N4 O2
4021066,C46 H62 N2 O6 Si2
2209739,C32 H32 N4 O8
7103044,C26 H34 N2 O12
7152401,C48 H68 N4 O12
7051258,C48 H34 N8
4335237,C44 H56 N8 O4
4107261,C28 H44
7208572,C38 H34 N6 O14
4083069,C40 H72 O12 Si4
2220345,C30 H46 N6 O14
4060098,C40 Cl4 H52 N8 O4 Pt4
7110592,C28 H40 O12
7104410,C4 H12 O12
7117266,C18 Cl6 H18
4021633,C40 Fe4 H36 N12
1504807,C46 H52 O4
2227485,Br4 C4 H20 N4
2206994,C28 H36 N12 O8
4068866,C40 Cl2 H58 N2 O2 P2 Sn2
2210262,C32 H32 N16 O16
1540605,C76 H50 O2 P2
7106579,C48 H36 O4
7152486,C44 H54 N2 O16
4025132,C18 H22 N2 O6 S2
2200807,C16 H8 O12
1507570,Br2 C50 H50 N8 O16
2003030,C32 H24 N4
4511964,C16 H36 N12 O8
7050194,C20 H20 O12
7219787,C26 F8 H14 N2
4065627,C4 Cl10 H6 Si4
4067888,C30 Cl2 F12 H28 N8 P2 Pd2
7216285,C20 F2 H10 O6
4072979,B20 C18 H32 N4
2218869,C40 H20 N4 O20
2105568,C16 Cl8 H8 O12
2202917,C40 H36 N12 O4
4025397,C28 Cl4 H20 N16 O4
2240209,C22 H16 N4
4104610,C22 Cl2 H34 Pd2
2239651,C30 H48 O4
7153730,C58 H66 N2 O4
7151735,C44 H40 O12
2239503,C42 H44 O6 S2
2103898,C18 H36 N4 O4
4068789,B2 C48 H60 I2 N8
4315961,B20 C24 H64 Si4
7116632,C32 H16 N8
7200728,C44 F16 H16 O8
4106738,C24 H42 N2 O4
1504820,C44 H36 O2
2228808,C40 H44 O10
1505307,C26 H40 O10
4021111,Br4 C42 H46 N2 O4
2203320,C56 Cl4 H52
1512590,C42 H42 O8 P2
4024413,C32 H48 N48 O8
2237102,C34 H24 O10
4026995,Br2 C42 H32 N2 O10
2218392,C36 H40 N4 O8
2020324,C26 Cl2 H20 N4
2103721,C22 H18 N4 O4
4509841,C24 H52 N4 O8
7225494,C26 H20 N8 O2
2225886,C28 H24 N8 O12
2214139,C36 H36 O8
2221855,C34 H32 O8
4021193,C48 F2 H42 N4 O8 S4
4031073,C44 H52 N4
4114887,C30 H48 O8
2003407,C36 H30 I2 Sn2
2238836,C56 H46 N6 O4
4020910,C64 H40 N16 S4
4022514,Br4 C40 H40 S4
4513075,C48 H32 N20 S4
4021284,C16 H22 N6 O8
4031355,C56 H64 O4
4510650,C8 Cl2 H14 N10
1507825,C48 H52 N4 O16
4510138,C56 H40 N8 O8
7224726,Br2 C10 H10 N2
2209098,Br4 C32 H28 O4
2201045,C22 H26 N2 O2
4082838,C52 H68 N4 O4
2236172,C32 H56 N4 O8
7153099,C44 F6 H26 I2 N2 O2
1520166,C6 H12 N2 O4
2224426,C44 H44 N8 O4
4104609,C24 H38 N2 O14
2225539,C32 H36 N12 O12
4108184,C38 H32 O2
1512081,C48 Cl2 H60 N4 O2 Pd1
7200564,C48 H44 N4 O16
7206298,C16 H24 O8
2001800,Br2 C34 H34 N4
1506983,C42 H56 O8 Si2
2017637,C38 H52 O4
2100786,C24 H16 O8
2105030,C16 H28 O8
7107767,Br4 C44 H44 O8
1518495,Br3 C48 H36 N9
7011490,C16 H32 In2 N4
2000702,C26 H26 N2 O4
2000268,C12 H12 N2 O4
4066481,C36 Cl16 H48 N16 Pt4
4067521,C32 Cl4 H52 N4 O4 Pd2 S4
7152117,C24 H32 O16
4506789,C28 H16 O12 U2
2220624,C40 H32 O12
2231697,C16 H24 N8 O8
2206111,C32 H36 N8 S4
4027521,C24 H24 I2 S2 Si2
4021473,C54 H60 N4 O10 S4
1501868,C48 H54 N2 O10
7154790,C30 H50 N2 O6
4025984,C22 H22 N2 O8
7151369,C48 H48 N4 O2
2104841,Br12 C24 H8 N12
7150515,C48 F6 H38 N8 O2
4065477,Al2 C38 F2 H36 N4 O2
2105516,C28 H36 N4 O4
2231875,C32 H48 N16
7153114,C38 H34 N6 O6
2006614,C10 H16 N2 O8
2002050,C34 H48 O2
2237657,C52 H40 O16 S4
4502682,C32 H30 N6 O16
2011433,C44 H48 O16
2018387,C20 H24 N8 O16
7004673,C8 H24 I8 Te4
2204988,C40 H28 N4 O12
4074277,Br4 C56 H48 N4 S4
1502942,Br2 C34 H42 N2 O4 P2
2240031,C46 H50 N2 O8
4021917,C40 H52 O2
2230432,Br2 C44 H42 O2
4504456,C36 H28 N8 O4
7205664,C12 H16 N2 O12
2200572,C26 H24 N6 O4
2009125,C40 H48 O8
4063632,C28 H72 Ni2 P4
2005358,C16 H28 N8 O2
1504218,C52 H42 O6
4065230,C52 H54 P2 Pt2
1506378,C28 H56 N16 O12
7153474,Br2 C36 H24 N10 O2
2209005,C52 H40 N8 O8
2104364,C32 H36 N4 O8
4500394,C28 Cl4 H16 O4
5000204,C12 H24 O8
2017145,C30 H48 N4 O8
4069443,C44 H68 N8 Si2
2218796,C22 H18 N10 S2
2214320,C64 F12 H32 O4
2230064,C56 Cl4 H44 O4
2217984,Br4 C52 H36 O8
1540745,C30 H40 N2 O14 P2
7216652,C32 H32 N16 O16
2009665,C12 H20
4061978,C54 Cl2 H64 Ir2 N4
7050248,C24 H56 N8 O16
2104631,C32 H58 N2 O6
7110705,C30 H46 N6 O6
2017146,C15 H24 N2 O4
4111071,C10 H16 N8 O24
7050081,C12 H28 N4 O8
4026698,C44 H52 N4 O8
7153350,C52 H48 N8 O4
2008638,C40 H44 N4 O4
4026837,C34 H32 O8
2206398,C12 H12 N4 O8
4026024,C52 H44 O6
4114987,Br4 C40 H32 O8
4505343,C16 Cl4 H48 N20
4025753,C42 H64 O6
4027399,C44 Cl2 H40 N2 O4
4031940,C34 H46 N6
2104814,C36 H58
7151642,C16 Cl4 H32 N4
2005600,C36 H32 N4 O10
2236837,C21 H21 N1 O1
4030219,C30 H56 N4 O10
4028753,C46 H56 N6 O12 P2
4110307,C50 H52 O8
7215892,C28 H16 S4
1501961,C40 H38 N2
2020286,C14 H16 O10
2222530,C52 H40 N8 O12
1506509,C72 F16 H32
4028544,Br2 C26 H26 N4 O8
2236787,C24 H16 N16 S4
7022812,C26 H18 N10 O4
1504817,C49 H52 N4 O9
4021197,C32 H40 O6 S2
4029162,C30 Cl2 H20 N2 O2
4512517,C16 H22 N2
4504945,C44 H40 N20
4028526,C36 H38 N2 O6
7111829,C44 F28 H12 Sn2
1505311,C52 H64 O8 S4
4026146,C64 H48 O16
1513153,C34 H42 N2 O8 S2
2019369,C2 H8 N4 O2
2223476,C6 H11 N1 O5
4508002,C8 H12 O8
2215161,C22 H18 O8
4020447,C12 H12 N4 O6
1504795,C24 Cl6 H26 N8 O2
7152710,C40 H42 N2 O4 S2
4028045,C40 H48 N12 S4
4076924,C32 Cl28 H12 Si4
1520118,C44 H48 O20
7051495,C10 Cl4 H10 N2
2206527,C40 H44 N4 O8
2220685,C44 H36 N8 O8
7018111,C24 Cl4 H16
4317851,Br2 C36 H54 N4
4511295,C20 H20 N12 O4
7204909,C24 H44 O14
4025810,C32 H40 O4
7050552,C8 H20 N8 O4
4020354,C40 H20 N12 O8
4029100,C36 H22 N6 O4
2004375,Br4 C48 H44
4111858,C48 H16 S20
2003353,C34 H32 N8
2100664,C4 H16 N4
4024650,C40 H48 O12
2223031,C42 H54 N2 O10
4023838,C22 H38 O6
4070238,C22 Fe4 H16 O14 Se4
7153243,C17 H22 O5 S1
7224148,C34 H40 N8 O12
2222336,C21 H18 O7
4067831,Al2 C26 Cl6 H24 N4
4066747,C12 Co2 H8 O6
2004141,C24 H56 N8 O24
1505065,C24 H28 N12 O8
4029348,C40 H32 I4 N12
2202092,C20 H20 N4 O2
4020897,C24 H42 N6 O8
7154912,C56 H60 N4 O12
2013595,C32 H48 O12
2005569,C20 F16 H24
4031726,C34 H32 N4 O8
7151973,C44 H64 O16
4117436,C34 H34 N2 O14
7214433,C32 H52 S4
4115759,C16 H18 N2
4028953,C38 H44 N4 O4
7152179,C28 H48 N8 S4
