formula,name
C26 Cl6 Cu6 H18 N12 S6,IVAQEC_FSR_macro
C30 Cd2 H32 N12 O12,IVARAZ01_FSR_macro
C56 Cd2 H64 N8 O8,IVARUT_FSR_macro
Ag2 C66 H56 N2 O4 P4 S4,IVASUU_FSR_macro
C28 Cd6 H24 N4 O24,IVAZOU_FSR_macro
C28 H12 N4 O16 Zn4,IVAZUA01_FSR_macro
C44 Cd2 H32 N4 O10,IVEDAP_FSR_macro
C40 Cd4 H32 O20,IVEDET01_FSR_macro
C40 H68 K2 N2 O2,IVEFOG_FSR_macro
C144 H96 Mn12 N24 O48,IVEMIH01_FSR_macro
C44 Cu2 H36 N24 S4,IVIHIF_FSR_macro
C40 Cd2 H40 N4 O8,IVIJUT_FSR_macro
C112 Cd4 H112 N16 O20,IVIKEE_FSR_macro
C48 H34 N6 O8 Zn2,IVITOY_FSR_macro
Ag2 C26 H18 N4 O4,IVIXIW_FSR_macro
C18 H26 N8 O18 Pr2,IVIYAP_FSR_macro
C60 H32 O32 Pb4 S4,IVOLOW_FSR_macro
Br4 C22 Cl2 Cu2 H28 N8,IVONIR_FSR_macro
Br6 C22 Cu2 H28 N8,IVONOX_FSR_macro
Br4 C22 Cu2 H28 I2 N8,IVONUD_FSR_macro
C72 Cu4 H44 N4 O12,IVOQEQ_FSR_macro
C24 H32 La2 N6 O24 Zn2,IVOVEU_FSR_macro
C132 Cd4 H144 N24 O16,IVOWOG_FSR_macro
C34 Cd2 H28 N4 O10,IVOWUM_FSR_macro
C56 H48 N8 O32 Sm4,IVUVIG_FSR_macro
C20 Cl8 H28 N12 Zn4,IVUZOO_FSR_macro
Ba4 C16 H24 O24,IWACOY_FSR_macro
C40 H24 N12 O8 Zn2,IWAJEW_FSR_macro
Br2 C36 Cd1 H36 N4 O5,IWAXUA_FSR_macro
C28 Cd2 H28 N4 O16,IWECAQ_FSR_macro
C44 H44 N8 Ni2 O18,IWECIY_FSR_macro
C44 H40 N8 O14 S2 Zn2,IWECOE_FSR_macro
C44 Cd2 H40 N8 O14 S2,IWECUK_FSR_macro
C88 Cu4 H80 N16 O28 S4,IWEDEV_FSR_macro
C62 H50 N10 O8 Zn2,IWENAA_FSR_macro
C28 Cd2 H24 N12 O12 S4,IWENIH_FSR_macro
C40 H34 N4 O10 Zn2,IWENII_FSR_macro
C56 H48 N8 O8 Zn2,IWENOO_FSR_macro
C40 H24 Mn2 N12 O16,IWEPUW_FSR_macro
C10 Ga2 H8 N2 O8 P2,IWEQEG_FSR_macro
As2 C10 Ga2 H8 N2 O8,IWEQIK_FSR_macro
C8 Ca2 H20 O16,IWETAF01_FSR_macro
C30 H32 N12 O10 Zn2,IWEYIT_FSR_macro
C30 H30 N14 O14 Zn2,IWEYOZ_FSR_macro
C14 H10 Mg1 O10 S2,IWIMEH_FSR_macro
C28 Ca2 H12 O16 S4,IWIMIL_FSR_macro
C28 H16 O18 S4 Sr2,IWIMOR_FSR_macro
Ag2 C36 H32 N6 O8,IWIPEJ_FSR_macro
C8 Cu4 H4 N16 O8,IWIVIV02_FSR_macro
Ag8 C40 H40 N24 O20,IWOGIM_FSR_macro
C40 H44 K4 O44,IWOKUA_FSR_macro
C8 H16 N10 O6 Zn1,IWOLIR_FSR_macro
Ag2 C2 H8 N8,IWOLOV_FSR_macro
C28 H32 N4 Ni2 O12,IWOQUI_FSR_macro
Au1 C14 H24 K1 N2 O6 S2,IWOWAS_FSR_macro
C27 H20 N6 O12 Zn1,IWOWIB_FSR_macro
C24 H24 N4 Na4 O12 S4,IWOXOH01_FSR_macro
C28 H28 N4 Ni2 O10 S4,IXACAL_FSR_macro
C128 Cr8 H88 N8 O40 Zn4,IXAJEX_FSR_macro
C66 Cr4 H48 N4 O20 Zn2,IXAJIB_FSR_macro
C52 Cu4 H28 N4 O16,IXAJUN_FSR_macro
C40 Cd2 H46 N6 O8,IXAWIP_FSR_macro
C24 Cd2 Cl4 H26 N6,IXAWOV_FSR_macro
C40 H56 N20 O16 Zn2,IXEBIW_FSR_macro
C44 H68 N4 O16 Sn4,IXEFAT_FSR_macro
C32 H16 O24 Pu4,IXEKUT_FSR_macro
C24 H32 N6 Nd2 O22,IXENOQ_FSR_macro
C40 H48 N8 O48 Th4,IXIFEB_FSR_macro
C48 Cu16 H48 N32,IXIHOM01_FSR_macro
C24 Co2 Cu4 H24 N16,IXIHUS01_FSR_macro
C12 H30 Na2 O14 P4,IXIMUX_FSR_macro
Br8 C48 H36 Hg4 N12,IXIPIQ_FSR_macro
C26 Cd2 H28 I4 N4,IXIQAH01_FSR_macro
C40 H32 Hg4 N32,IXIREO_FSR_macro
Ag2 C10 H8 N8,IXIROY_FSR_macro
C16 Cu4 H18 I4 N6,IXITIS_FSR_macro
C56 H48 O20 V4,IXODUV_FSR_macro
C104 Cd4 H72 N16 O24,IXOHEJ_FSR_macro
C12 Co2 H18 N6 O12,IXOJOW_FSR_macro
C30 Cl2 Cu1 H28 N4 O4,IXONUG_FSR_macro
C52 Cl4 Co2 H36 N8 O8,IXOPAO_FSR_macro
C42 Cd4 H36 N12 O20,IXOTEV_FSR_macro
C42 Cd4 H44 N12 O28,IXOTIZ_FSR_macro
C40 Co2 H32 N12 O8,IXOVOI_FSR_macro
Br4 C40 Cu4 H64 O28 P8,IXOVUM_FSR_macro
C40 Co2 H36 N12 O10,IXOWAV_FSR_macro
C40 Co2 H32 N12 O10,IXOWOJ_FSR_macro
C38 Co2 H24 N8 O8,IXUCOT_FSR_macro
B2 C12 H8 N24 Na2 O12,IXUDAI_FSR_macro
C60 H36 Mn6 N24 O24,IXUPUN_FSR_macro
C104 H72 N16 O32 Zn8,IXUREZ_FSR_macro
C120 Co4 H80 N16 O24,IXUWOO_FSR_macro
Ba2 C16 H18 N6 O10,IXUWUV_FSR_macro
C24 H16 Li8 N8 O16,IXUXAC_FSR_macro
C36 H36 Mn2 N8 O10,IYAREH_FSR_macro
C36 Cd2 H36 N8 O10,IYARIL_FSR_macro
C36 H36 N8 Ni2 O10,IYAROR_FSR_macro
C60 Cd6 H60 N16 O32,IYASOS_FSR_macro
C56 Co2 H44 N4 O20,IYAVOV_FSR_macro
C36 Cd4 H24 O20,IYAVUB_FSR_macro
C60 Cd6 H44 O32,IYAZAL_FSR_macro
C14 Cd2 H22 N6 O12,IYEQEK_FSR_macro
C40 Cd4 H52 N8 O16,IYEQIO_FSR_macro
C144 Cd8 H208 N32 O32,IYEQUA_FSR_macro
C38 Cd4 H42 N12 O16,IYESAI_FSR_macro
C32 Cd4 H36 N8 O16,IYESEM_FSR_macro
C48 Cd2 H70 N12 O8,IYESIQ_FSR_macro
Ag4 C26 H28 N8 O12 S4,IYEWEO_FSR_macro
C24 H16 O12 Zn4,IYEXEP_FSR_macro
Ag8 C44 H88 N16 O24 S8,IYIGEC_FSR_macro
C48 Cd2 H36 N24 S4,IYIJUX_FSR_macro
C76 F32 H24 N8 O16 Ru4,IYIMAF_FSR_macro
Br4 C108 Cu12 H84 N28 O4 S12 W4,IYOBAA_FSR_macro
C112 H144 N16 Ni4 O20,IYOBAB_FSR_macro
C42 Cl2 H34 N4 O16 Zn2,IYOBUV_FSR_macro
C60 Dy2 H46 O18 S8,IYOGIO_FSR_macro
C66 Dy2 H42 N2 O16 S8,IYOGUA_FSR_macro
C144 Cl24 H96 N48 Zn12,IYOHOU_FSR_macro
Au2 Br2 C52 H48 P4,IYOLEO_FSR_macro
C36 H34 N20 Na2 O20,IYOSEW_FSR_macro
C120 H96 N20 O32 Tb4,IYOTAT_FSR_macro
C28 Cu2 H12 N14,IYOYUR_FSR_macro
C88 Cl8 Co4 H72 N16,IYUBAG_FSR_macro
C11 Cl4 H16 K2 N2 O8 Zn2,IYUCIP_FSR_macro
C22 H40 I4 N4 O18 Zn2,IYUCOV_FSR_macro
C24 Cu2 H16 N16 Ni2 O8,IYUREA_FSR_macro
C24 Co2 Cu2 H16 N16 O8,IYURIE_FSR_macro
C52 Cl4 Cu4 H56 N8,IZABIU_FSR_macro
Ag4 C56 H48 N12 O28,IZADUJ_FSR_macro
Ag4 C24 H16 N4 O8,IZAHIA_FSR_macro
C8 H12 O8 Pd2,IZATUY_FSR_macro
C64 Cu4 H80 Mo2 N16 O8,IZAVOW_FSR_macro
C64 Cu2 H80 Mo2 N16 O8,IZAVUC_FSR_macro
C18 H36 N24 O24 Pr4,IZAWUC_FSR_macro
C48 H44 N30 Nd2 O16,IZAWUD_FSR_macro
C64 Cd6 H44 O32,IZEBEV_FSR_macro
C32 H56 N8 O28 Zn4,IZEBOF_FSR_macro
C12 H12 N16 O8 Pb2,IZEBUL01_FSR_macro
C24 H16 N4 O12 Zn2,IZECIA_FSR_macro
C16 Cd4 H36 O28,IZEGEA_FSR_macro
C108 H72 O44 Zn8,IZEWAN_FSR_macro
C24 H28 Mn4 N36 O4,IZEXAM_FSR_macro
C180 Dy12 H124 O92,IZIHOQ_FSR_macro
C40 Cl2 Co1 H36 N8,IZIQOX_FSR_macro
C42 Co1 H36 N10 S2,IZIQUD_FSR_macro
C66 Cd2 H48 N16 O12,IZISUG_FSR_macro
C56 Cu8 H56 N40 O16,IZUMUM_FSR_macro
C32 Cu4 H32 N4 O12,IZUPOI_FSR_macro
C72 H52 N20 O16 Zn4,JABQEL_FSR_macro
C72 H52 N20 O12 Zn4,JABSOX_FSR_macro
C48 H36 N8 O30 P4 V8,JABTAI_FSR_macro
C28 Cu4 H48 N8 O12,JABYUH01_FSR_macro
C14 Fe2 H14 N2 O12,JADBOI_FSR_macro
C52 H44 N12 Ni2 O14 S2,JADFOM_FSR_macro
C96 H108 N4 O40 Zn8,JADJOQ_FSR_macro
C16 H16 Li16 O32,JADLOP01_FSR_macro
C8 Cd2 Cl4 H16 N4,JADRUC_FSR_macro
C60 H48 N36 Ni2,JADWAN_FSR_macro
C34 Co2 H26 N10 O10 S6,JAFDEC_FSR_macro
C24 Ca4 H48 O40,JAFWUI02_FSR_macro
C44 Cd4 H40 N4 O20,JAGNEN_FSR_macro
C40 Cl12 Cu2 H64 N12 O16 P4,JAGPAJ_FSR_macro
C72 H48 N8 O16 Zn4,JAGPOX01_FSR_macro
C24 Cl8 Cu4 H40 N32,JAGTIV_FSR_macro
Ba2 C20 H32 N16 O18,JAGXEV_FSR_macro
C42 H26 N12 Zn2,JAHJEK_FSR_macro
C46 Cl2 H54 N6 Na2 O10 S2,JAHKIP_FSR_macro
C32 Cl8 Cu4 H28 N20,JAJCIH_FSR_macro
C16 Fe4 H32 O28,JAJTOE_FSR_macro
C26 Ca1 H28 N4 O12,JAKCAC_FSR_macro
C48 Cu12 H36 N24 S12,JAKROD_FSR_macro
C104 Cu8 H56 N8 O32,JALPAQ_FSR_macro
C24 Cl4 H22 Hg2 N6,JAMJOX_FSR_macro
C10 Cd2 H12 N16,JAMLEP_FSR_macro
C22 Ca4 H44 N4 O24,JAMPUJ_FSR_macro
Ag4 C24 H32 N12 O12 S4,JAMQUK_FSR_macro
C56 H40 N4 Ni6 O28,JAMSEY_FSR_macro
C72 H56 Hg4 I8 N16 O8,JAPHAK_FSR_macro
C128 Cl8 H88 Hg4 N16 O8,JAPJAM01_FSR_macro
C128 H88 Hg4 I8 N16 O8,JAPJIU_FSR_macro
C128 H88 Hg4 I8 N16 O8,JAPJOA_FSR_macro
C72 Cd2 H48 N28,JAPREA_FSR_macro
C56 Cd2 H36 N12 O12,JAPRIE_FSR_macro
Ag2 C60 H50 N8 O8,JAPXAC_FSR_macro
C36 Cu2 H44 I2 N10 O18 Sm2,JAPYEH_FSR_macro
C36 Cu2 Gd2 H44 I2 N10 O18,JAPYOR_FSR_macro
C36 Cu2 H44 I2 N10 O18 Tb2,JAPYUX_FSR_macro
C36 Cu2 Dy2 H44 I2 N10 O18,JAPZAE_FSR_macro
C36 Cu2 Er2 H44 I2 N10 O18,JAPZIM_FSR_macro
C36 Cu2 H44 I2 N10 O18 Yb2,JAPZOS_FSR_macro
C36 Cu2 H44 I2 N10 O18 Y2,JAPZUY_FSR_macro
C44 H36 Hg2 N16,JAQQEA_FSR_macro
Br8 C44 H40 Hg4 N16,JAQQIE_FSR_macro
C44 H40 Hg4 I8 N16,JAQQOK_FSR_macro
C28 Cl4 H28 N8 Zn2,JARFEO_FSR_macro
C12 H28 O6 Sn2,JATKIB_FSR_macro
C28 H16 N8 O12 Pb4 S4,JATQUT_FSR_macro
Br4 C28 H32 Hg4 N20 S4,JAVJUM_FSR_macro
Ag2 C22 F6 H14 N6 O4 S2,JAVKAV_FSR_macro
C12 H14 N14 Zn2,JAVMEY_FSR_macro
C32 Cd4 H24 O20,JAVQIH01_FSR_macro
C16 Dy2 H14 O18 S2,JAWDUJ01_FSR_macro
C32 H36 Ho4 O40 S4,JAWFAR_FSR_macro
C44 F24 H20 N4 O8 Pb2,JAWGUK_FSR_macro
C56 Cu8 H32 I8 N16,JAWZOX_FSR_macro
C28 Cu8 H24 I8 N8,JAWZUD_FSR_macro
C64 Cd2 H68 N8 O8,JAXCET_FSR_macro
Ag4 C40 H40 N12 O12 S16,JAXLOK_FSR_macro
C6 H8 Li2 N14 O2,JAXYEP_FSR_macro
C12 H24 N28 Na4 O8,JAXYIT_FSR_macro
C60 H56 N16 O20 Zn4,JAYHUN_FSR_macro
C66 H76 N24 O28 U2,JAYNIJ_FSR_macro
C80 H112 N16 Ni4 O16,JAYTAH_FSR_macro
C32 Cd2 H28 N4 O12,JAYTIN_FSR_macro
C16 Cd2 Cl2 H20 N10 O4 S4,JAYVOV_FSR_macro
Ag2 C22 H22 N4 O6 S2,JAZJEA_FSR_macro
Ag6 C84 H66 N12 O18 S6,JAZJIE_FSR_macro
C16 H24 K2 N4 O6,JAZPOQ_FSR_macro
C30 Cl4 H28 Hg2 N4 O8,JEBBUQ_FSR_macro
C24 Ga2 H22 N4 O16 P4,JEBCUP_FSR_macro
C48 Ga4 H44 N8 O32 P8,JEBDAW_FSR_macro
Ba2 C4 H12 N16 O8,JEBHIK_FSR_macro
C4 H12 N16 Na4 O8,JEBJUY_FSR_macro
C4 H4 K4 N16 O4,JEBKEJ_FSR_macro
C24 H26 Li2 O12 P4,JEBLEI_FSR_macro
C24 H26 Na2 O12 P4,JEBLIM_FSR_macro
C46 H64 Na4 O12,JECCAW_FSR_macro
C16 Cd2 H28 O12,JECDUR_FSR_macro
C48 Cd3 H46 N4 O12,JECFED_FSR_macro
C64 Cd8 H112 O48,JECFON_FSR_macro
Ag4 C12 H8 N20 O24,JECFOP_FSR_macro
C60 Cd2 F8 H52 N12 O12,JECRUF_FSR_macro
C42 H38 Mn2 N4 O12,JECZOJ_FSR_macro
Ag8 C48 H48 N24 O16,JEDGAB_FSR_macro
Ag8 C72 H56 I8 N8 O24,JEDGEF_FSR_macro
C8 H24 Mn1 Na5 O22,JEDJAE02_FSR_macro
C56 H56 N8 O16 Sn4,JEDJOR01_FSR_macro
C56 H56 N8 O16 Sn4,JEDJOR_FSR_macro
C54 H96 N18 Ni3 O18,JEDQIS_FSR_macro
C8 Cl4 Cu2 H8 N4,JEFFOS_FSR_macro
Br4 C8 Cu2 H8 N4,JEFFUY_FSR_macro
C24 Cu4 Fe2 H40 N20,JEFSUJ_FSR_macro
C16 H24 K4 Li4 O28,JEFVIA_FSR_macro
C16 H24 Li4 O28 Rb4,JEFVOG_FSR_macro
C144 H144 O48 Zn12,JEGCAA01_FSR_macro
C40 H32 N4 O8 Zn2,JEGCAC_FSR_macro
C36 H40 Li4 N8 O12,JEGKAK_FSR_macro
C14 Cu1 H12 N2 O6,JEGNOZ_FSR_macro
C16 Dy4 H20 N8 O28 S4,JEGTUL_FSR_macro
C72 Cl8 H64 N24 Zn4,JEHJAK_FSR_macro
C36 Cl4 H32 N12 Zn2,JEHJEO_FSR_macro
C40 H48 K8 N8 O32,JEHPAO_FSR_macro
C40 H56 N8 O32 Rb4 V4,JEHPIW_FSR_macro
C16 H20 Mn1 N14 S2,JEHTUM_FSR_macro
C24 Fe2 H24 N28 S4,JEHVAU_FSR_macro
C92 H64 Mn4 O32,JEJZAC_FSR_macro
C12 H16 O12 Zn2,JEKROH_FSR_macro
C36 H32 N4 O12 Zn2,JEKTUP01_FSR_macro
C8 H16 La4 O32 S4,JELMOD_FSR_macro
C36 Cd4 Cl4 H32 N28 O4,JELNIA_FSR_macro
C34 H26 N14 O12 Zn4,JELNUM_FSR_macro
C56 Cu4 H32 N8 O16,JELVOM_FSR_macro
C24 Co1 H24 N6 O6 S2,JELVOO_FSR_macro
C36 Cd2 H36 N8 O8 S4,JEMMUM_FSR_macro
C28 F24 H4 N4 O16 Ru4,JEMTAX_FSR_macro
C88 Cd2 H76 N16 O16,JENJEU_FSR_macro
C28 H28 N8 O8 Zn2,JENQUR_FSR_macro
C20 H20 Mn2 N24 O4,JENRUQ_FSR_macro
C56 H36 N8 O8 Zn2,JENWIL_FSR_macro
C40 H28 Mn2 N4 O12,JEPLIA_FSR_macro
C24 Cl6 Cu6 H32 N8,JEPPEA_FSR_macro
C60 Cd4 H68 N12 O20 S4,JEQJAR_FSR_macro
C26 H24 N8 O4 Pb2,JERNUS_FSR_macro
C48 H72 O12 S6 Sn6,JERYUA_FSR_macro
C104 Cd4 H72 N16 O28 S4,JESTIN_FSR_macro
C24 Cl4 Cu4 H32 N8,JESXEL01_FSR_macro
C48 Cl8 Cu8 H64 N16,JESXEL_FSR_macro
C8 Cu4 H16 O24,JETBOA_FSR_macro
Br8 C54 Co2 H40 N8 O8,JETJAW_FSR_macro
C56 Cu4 H32 I4 N4,JETLEC_FSR_macro
C24 Cu8 H36 I2 N18,JETQOP_FSR_macro
C12 Ca4 H24 O24,JETVAF_FSR_macro
C42 H18 O18 Zn6,JETVOW_FSR_macro
C24 Cu4 H16 N8 S6,JETZUE01_FSR_macro
C40 H36 N8 Ni2 O12 S4,JEVBOC_FSR_macro
C40 Cd2 H36 N8 O12 S4,JEVCIX_FSR_macro
C12 Gd2 H26 N2 O22 P4,JEVTAG_FSR_macro
C16 H10 N2 O16 U2,JEVVAI_FSR_macro
C20 Cd4 H40 I4 N4 S8,JEVWEM_FSR_macro
C20 Co4 H16 N4 O12 P4,JEVZUG_FSR_macro
C36 Cl8 Cu2 H24 N2 O12,JEWCIY_FSR_macro
C48 Co2 Er4 H32 N16 O40,JEWWUG_FSR_macro
C16 H32 K8 O4 S36,JEXCIZ_FSR_macro
C44 H28 N4 O18 Zn2,JEXJUS_FSR_macro
Ag16 C40 H8 O32,JEXLEG_FSR_macro
C44 Cu4 H48 N16 O24 S4,JEXNEG_FSR_macro
C52 Co2 H38 N6 O10,JEXNOQ_FSR_macro
C20 Cu4 H20 N12 O20,JEXPAE_FSR_macro
C4 H16 Ni4 O16 P4,JEXPEI_FSR_macro
C4 H12 Mn2 O12 P4,JEXPOS_FSR_macro
C14 H14 N4 O16 Pr2,JEXROU_FSR_macro
C14 Er2 H14 N4 O16,JEXRUA_FSR_macro
C20 H20 Mn2 N8 O8,JEXSAH01_FSR_macro
C20 H20 N8 Ni2 O8,JEXSEL_FSR_macro
C40 Cu4 H40 N16 O16,JEXSIP_FSR_macro
C24 H24 N12 Ni2 S4,JEXTUE_FSR_macro
C24 Cd4 H40 N48 S8,JEXWIS_FSR_macro
C14 H10 O6 U1,JEYCIZ02_FSR_macro
C16 H24 O10 Pb2,JEYZUJ_FSR_macro
C44 H34 Mn2 N8 O8,JEZLIM_FSR_macro
C12 H14 N2 O6 P2 Zn2,JICCUW_FSR_macro
C14 H18 N2 O6 P2 Zn2,JICDEH_FSR_macro
C16 H28 N8 O12 P4 Zn4,JICGEK_FSR_macro
C54 H38 Nd2 O16,JICPIX_FSR_macro
C72 H48 N8 O16 Zn4,JICXIF_FSR_macro
C16 H32 Mg4 O32,JIFXOM_FSR_macro
C96 H72 N24 O28 Pb4,JIHREA_FSR_macro
C56 H36 N24 O12 Zn4,JIHTEC_FSR_macro
Ag2 As2 C38 Cl2 H38 N2,JIHVAA_FSR_macro
C36 Cd2 Cl4 H48 N8,JILZEM_FSR_macro
C52 H44 N24 O12 Zn4,JIMHAR_FSR_macro
C24 Co1 H24 N4 O8,JIMRAZ_FSR_macro
C44 H56 N4 O32 Sm4,JIMYEK_FSR_macro
C26 Cu4 H16 N4 O10,JINFES_FSR_macro
C24 Er4 H40 O26,JIPKUP_FSR_macro
C20 H34 O20 Pr2,JIPLAW_FSR_macro
C12 H18 O12 Yb2,JIPLEA_FSR_macro
C16 H26 Nd2 O16,JIPLOK_FSR_macro
C12 H18 O12 Tm2,JIPMEB_FSR_macro
C16 H26 O16 Sm2,JIPNIG_FSR_macro
C14 H20 K1 N20 O12,JIPRIM_FSR_macro
C30 H64 N2 O8 P2 Sn4,JIPYEP_FSR_macro
C30 H64 N2 O8 P2 Sn4,JIPYOZ_FSR_macro
Ag4 C24 H16 N4 O12,JIQGEV_FSR_macro
C24 H16 N4 O12 Tl4,JIQGIZ01_FSR_macro
Ag4 C24 H24 N4 O16,JIQGOF_FSR_macro
Ag2 C12 H8 N6 O16,JIQHEW_FSR_macro
C50 H44 N8 O10 Zn2,JIQHEZ_FSR_macro
C12 H20 K4 N32 O12,JIQMAA_FSR_macro
C56 Cd4 H44 N20 O24,JIQQIM_FSR_macro
C40 Cd2 H22 N6 O12,JIQQOS_FSR_macro
C80 H68 N8 O16 Zn4,JIQREJ_FSR_macro
Br4 C38 Cu4 H28 N8 O2,JIQSOU_FSR_macro
C24 H20 Hg2 I4 N8,JIQYIS01_FSR_macro
Br2 C18 Cu2 H16 N2 O6,JIQYIU_FSR_macro
B4 C32 Cd8 H24 K4 O52,JIRLAA_FSR_macro
C36 H32 Li4 O18,JIRNEE_FSR_macro
C22 Cd2 Cl2 H16 N6 S2,JIRNII_FSR_macro
C16 H18 N2 O18 Zn2,JIRQEH01_FSR_macro
C40 H40 Mn4 N32,JISGOH_FSR_macro
C44 H40 N12 O20 Zn4,JISJUT_FSR_macro
C104 Cd4 H72 N16 O28,JISKII_FSR_macro
C28 H24 N12 O8 Zn2,JISKUU_FSR_macro
C8 H24 O28 P4 S4 Sm4,JISSEK_FSR_macro
C36 Ca2 H40 N20 O12,JISXOB_FSR_macro
C44 Cl4 H28 N4 O8 Zn2,JISXUH_FSR_macro
Br4 C46 Cl4 H32 N4 O8 Zn2,JISYAO_FSR_macro
Br8 C46 H32 N4 O8 Zn2,JISYES_FSR_macro
C160 Cd8 H96 I8 N32,JITFAU_FSR_macro
C32 Cd2 H36 N4 O10,JITPEI_FSR_macro
C40 Cd4 H56 O16,JITQOT_FSR_macro
Ag2 C42 H40 O6 P2,JITTEO_FSR_macro
C16 H16 Na8 O48 P8 Zn8,JITVUE_FSR_macro
C44 Co4 H32 N16 O12,JIVBEW_FSR_macro
C12 H12 O16 P4 Zn2,JIVFUQ_FSR_macro
C100 Fe2 H64 N12 S4,JIVQUD_FSR_macro
C28 Cd4 H60 N20 S8,JIVXUH_FSR_macro
C36 H36 N4 Nd4 O30,JIWQOW_FSR_macro
C42 H44 N6 O16 S6 Sm2,JIWSAK_FSR_macro
C44 H52 Li8 N4 O28,JIYKOU_FSR_macro
C32 H24 N2 O12 Zn2,JIYWUM_FSR_macro
C28 Cu8 H64 I8 S8 Si4,JIZCAZ_FSR_macro
C14 Cl4 Cu4 H32 S4 Si2,JIZCIH_FSR_macro
C40 Cu6 H48 I6 S8,JIZCON_FSR_macro
C28 Cu4 H36 I4 N4 S4,JIZDOO01_FSR_macro
C28 Cu4 H36 I4 N4 S4,JIZDOO_FSR_macro
C28 H28 N8 O8 Zn2,JIZKIO_FSR_macro
C32 Cu8 H64 I8 S16,JIZPEQ_FSR_macro
C16 Cl8 Cu8 H32 S8,JIZPOA_FSR_macro
C32 Cu6 H64 I6 S8,JIZQIV_FSR_macro
C192 H120 N20 O4 Zn4,JOBGIS_FSR_macro
Ag2 C48 H24 N8 O16 Tb2,JOBHUF_FSR_macro
C36 H32 N12 Ni2 O12,JOBKAP_FSR_macro
C36 Cd4 Cl4 H32 N12 O12,JOBKIX_FSR_macro
C36 Cd2 H28 N12 O10,JOBKOD_FSR_macro
C44 Cl4 H24 N8 O12 Ru2 S2,JOBNUL_FSR_macro
Ag4 C48 H24 N20 O12,JOBQUM_FSR_macro
C40 F20 H24 N4 O4 Pt2 Tl4,JOBXAA_FSR_macro
C32 Co3 H28 N6 O10,JOCGIS_FSR_macro
C10 Co1 H8 N4 O6,JOCKES_FSR_macro
C20 H16 N8 O12 Zn2,JOCKIW_FSR_macro
C40 Co2 H32 N12 O10,JOCNOH_FSR_macro
C40 H34 Mn2 N14 O14,JOCNUN_FSR_macro
C64 Cu8 F16 H32 N32 O16,JOCPIB_FSR_macro
C44 H28 N12 Nd4 O28,JODFAL_FSR_macro
C32 H44 I8 Mn4 P4,JODFUD_FSR_macro
C64 Co4 H48 N8 O16,JODGAM_FSR_macro
C192 Co12 H144 N24 O48,JODGEQ_FSR_macro
Ag4 C16 H24 N12 O20,JODHAM_FSR_macro
C24 Cl8 H32 N8 O8 Pb4,JODMIB_FSR_macro
Br8 C24 H32 N8 O8 Pb4,JODMOH_FSR_macro
C34 Cu2 H36 I2 N12,JODVAC_FSR_macro
C56 Cd2 Cl4 H56 N16,JODVEE_FSR_macro
C34 Cu4 H36 I4 N12,JODVEG_FSR_macro
C32 Cu2 H30 I2 N10,JODVIK_FSR_macro
C40 H36 N12 O24 V8 Zn4,JOFBIQ01_FSR_macro
C40 H36 N12 O24 V8 Zn4,JOFBIQ_FSR_macro
C168 Cu12 H96 N24 O60,JOFCEO_FSR_macro
C56 H36 N8 O36 Sr6,JOFDOZ_FSR_macro
C36 Cl2 H24 N4 O4 Zn2,JOFDUF_FSR_macro
C18 Cu6 H24 N24 O18,JOFKIA01_FSR_macro
C48 Cu2 H52 N8 O10,JOFKOF_FSR_macro
C24 Cu1 H24 N4 O4,JOFLAS_FSR_macro
C12 H14 K2 O16 Zn2,JOFLEX_FSR_macro
C48 Ca2 H28 N8 O16,JOFPAX_FSR_macro
C36 Gd4 H64 N4 O28,JOFQOM_FSR_macro
Ag4 C32 H36 N8 O20,JOFZOT_FSR_macro
Ag4 C24 H52 N8 O20,JOFZUZ_FSR_macro
Br8 C33 Cu8 H60 N6,JOGBIR_FSR_macro
Br2 C28 Cd1 H24 N8,JOGGUJ_FSR_macro
C32 H28 Mn2 N12 O10,JOGHUK_FSR_macro
C80 H68 N8 Ni2 O16,JOGQON_FSR_macro
C20 H18 Hg2 N6 O6,JOHFIX_FSR_macro
Br4 C28 Cu4 H40 N8,JOHKIA_FSR_macro
C36 Co2 H26 N4 O12,JOHLID_FSR_macro
C52 H42 N6 O10 Zn2,JOHLUP_FSR_macro
Ag4 C8 H12 N24 O8,JOHVAE_FSR_macro
C20 H16 N8 O20 U2,JOHWEK_FSR_macro
C52 Cu4 H36 I4 N4 O4,JOHWIP_FSR_macro
C28 Cu4 H16 N4 O20,JOJGIA_FSR_macro
C56 Cd4 H32 N8 O36,JOJGOG_FSR_macro
C40 H64 Hg8 I16 N16,JOJGUN_FSR_macro
C12 Cd2 H12 N16 O8,JOJHUM01_FSR_macro
C12 Cd2 H12 N16 O8,JOJHUM_FSR_macro
C12 H12 Mn2 N16 O8,JOJJAU01_FSR_macro
C12 H12 Mn2 N16 O8,JOJJAU_FSR_macro
C12 H12 N16 O8 Zn2,JOJJEY_FSR_macro
C12 Co2 H12 N16 O8,JOJJIC01_FSR_macro
C12 Co2 H12 N16 O8,JOJJIC_FSR_macro
C72 Cl8 H24 N36 O12 Zn10,JOJKOK_FSR_macro
C24 H16 N8 O20 Th2,JOJMEB_FSR_macro
C40 Cu4 H40 N4 O16,JOKJIF_FSR_macro
C80 Cl4 Co8 H60 N48 O4,JOKJUR_FSR_macro
